tau_u,group,seed,bloc,step,u,u_filter,synchrony,r_intra,r_inter,n_min,t_cross_u05
10.0,repli,3079,23,6900,0.999181,-0.906743,-0.00713405,0.28187093,-0.29242639,47,138
10.0,repli,3079,24,7200,0.999297,-0.906801,0.01448635,0.33771187,-0.31162511,44,138
10.0,repli,3079,25,7500,0.999256,-0.906780,-0.00642239,0.30050927,-0.32756503,41,138
10.0,repli,3079,26,7800,0.999300,-0.906802,0.01678511,0.30301277,-0.27504798,43,138
10.0,repli,3079,27,8100,0.999193,-0.906749,-0.00088460,0.32538671,-0.32715591,45,138
10.0,repli,3079,28,8400,0.999238,-0.906772,0.02708652,0.32377486,-0.29957288,38,138
10.0,repli,3079,29,8700,0.999493,-0.906899,0.01080768,0.32385800,-0.29997417,46,138
10.0,repli,3080,0,0,0.536103,-0.102936,0.25385215,0.45302189,-0.41867591,13,114
10.0,repli,3080,1,300,0.932426,-0.866046,0.15369227,0.71282608,-0.39825877,47,114
10.0,repli,3080,2,600,0.978448,-0.895705,0.00815964,0.34756533,-0.32688596,47,114
10.0,repli,3080,3,900,0.996151,-0.905210,0.17560063,0.42235463,-0.26733046,23,114
10.0,repli,3080,4,1200,0.999345,-0.906825,0.05201042,0.40981146,-0.35890171,36,114
10.0,repli,3080,5,1500,0.999270,-0.906788,0.13232455,0.39234448,-0.35771299,22,114
10.0,repli,3080,6,1800,0.999148,-0.906726,0.00247980,0.29264950,-0.28396231,47,114
10.0,repli,3080,7,2100,0.999369,-0.906837,-0.00208755,0.25347178,-0.25579500,46,114
10.0,repli,3080,8,2400,0.999200,-0.906752,0.10730010,0.34884069,-0.22050498,30,114
10.0,repli,3080,9,2700,0.999239,-0.906772,0.01195929,0.30395172,-0.29355244,41,114
10.0,repli,3080,10,3000,0.999431,-0.906868,0.04455441,0.36845717,-0.28569162,43,114
10.0,repli,3080,11,3300,0.999088,-0.906696,0.00192452,0.32291186,-0.32934073,42,114
10.0,repli,3080,12,3600,0.999329,-0.906817,0.00409418,0.28684434,-0.27389817,48,114
10.0,repli,3080,13,3900,0.999244,-0.906774,0.05623401,0.33408350,-0.27046813,35,114
10.0,repli,3080,14,4200,0.999191,-0.906748,-0.00620051,0.29988120,-0.31006424,46,114
10.0,repli,3080,15,4500,0.999251,-0.906778,0.03691245,0.27516775,-0.24323389,35,114
10.0,repli,3080,16,4800,0.999205,-0.906754,0.01006563,0.29419022,-0.30916316,37,114
10.0,repli,3080,17,5100,0.999472,-0.906888,-0.00334209,0.29961898,-0.30630315,45,114
10.0,repli,3080,18,5400,0.999346,-0.906825,0.02999457,0.34292484,-0.28293571,45,114
10.0,repli,3080,19,5700,0.999259,-0.906782,0.01546030,0.28315034,-0.30734239,34,114
10.0,repli,3080,20,6000,0.999069,-0.906686,0.02477372,0.28398873,-0.23444128,45,114
10.0,repli,3080,21,6300,0.999403,-0.906854,0.02311623,0.33513001,-0.32744751,37,114
10.0,repli,3080,22,6600,0.999450,-0.906877,0.18852201,0.45335674,-0.24580696,25,114
10.0,repli,3080,23,6900,0.999226,-0.906765,-0.00865680,0.34463882,-0.35741390,47,114
10.0,repli,3080,24,7200,0.999259,-0.906782,0.05191052,0.34959183,-0.27584217,38,114
10.0,repli,3080,25,7500,0.999375,-0.906840,0.02645133,0.29301835,-0.27968424,36,114
10.0,repli,3080,26,7800,0.999191,-0.906748,0.04517327,0.30669057,-0.24276216,38,114
10.0,repli,3080,27,8100,0.999344,-0.906824,-0.00891983,0.31691829,-0.32849935,49,114
10.0,repli,3080,28,8400,0.999253,-0.906779,0.04532326,0.31130182,-0.26013650,36,114
10.0,repli,3080,29,8700,0.999330,-0.906817,-0.00603228,0.27179558,-0.27852372,49,114
50.0,canon,0,0,0,0.137684,0.823824,0.06216543,0.55129969,-0.44961582,41,903
50.0,canon,0,1,300,0.277399,0.613937,0.24844682,0.58198355,-0.44989569,20,903
50.0,canon,0,2,600,0.398647,0.318068,0.31843310,0.63696352,-0.43127873,18,903
50.0,canon,0,3,900,0.559824,-0.175762,0.33119786,0.80069700,-0.70938797,19,903
50.0,canon,0,4,1200,0.647726,-0.423417,0.05485981,0.86426918,-0.78046660,42,903
50.0,canon,0,5,1500,0.806121,-0.735037,0.03254724,0.84806213,-0.79024903,44,903
50.0,canon,0,6,1800,0.850577,-0.790991,0.33145349,0.69864904,-0.39696157,21,903
50.0,canon,0,7,2100,0.937438,-0.869658,0.12632050,0.59237590,-0.33189262,48,903
50.0,canon,0,8,2400,0.965417,-0.888070,0.45522069,0.79974096,-0.53780832,15,903
50.0,canon,0,9,2700,0.984635,-0.899137,0.28579514,0.55960104,-0.40095121,17,903
50.0,canon,0,10,3000,0.996006,-0.905136,0.56365829,0.67199578,-0.45699489,5,903
50.0,canon,0,11,3300,0.998159,-0.906229,0.06673546,0.41427641,-0.38999087,31,903
50.0,canon,0,12,3600,0.999206,-0.906755,0.08713429,0.36607550,-0.25841975,33,903
50.0,canon,0,13,3900,0.999576,-0.906940,-0.00131814,0.24184165,-0.25967541,40,903
50.0,canon,0,14,4200,0.999840,-0.907073,0.01002680,0.35117406,-0.32864838,46,903
50.0,canon,0,15,4500,0.999808,-0.907057,0.04020303,0.30812720,-0.23296812,43,903
50.0,canon,0,16,4800,0.999859,-0.907082,-0.00147468,0.31978705,-0.32902794,43,903
50.0,canon,0,17,5100,0.999832,-0.907069,0.01943411,0.31288959,-0.27402137,45,903
50.0,canon,0,18,5400,0.999852,-0.907078,0.00143608,0.36639809,-0.37067328,43,903
50.0,canon,0,19,5700,0.999857,-0.907081,0.03232538,0.37984625,-0.33128574,41,903
50.0,canon,0,20,6000,0.999856,-0.907080,0.01060573,0.32538716,-0.29788007,50,903
50.0,canon,0,21,6300,0.999833,-0.907069,0.00010019,0.33179405,-0.32601228,48,903
50.0,canon,0,22,6600,0.999867,-0.907086,0.01479316,0.35109951,-0.31907619,46,903
50.0,canon,0,23,6900,0.999824,-0.907064,0.01718204,0.35360548,-0.31358043,48,903
50.0,canon,0,24,7200,0.999836,-0.907071,-0.00742364,0.30696640,-0.31652347,48,903
50.0,canon,0,25,7500,0.999865,-0.907085,0.04460806,0.40513934,-0.33261587,41,903
50.0,canon,0,26,7800,0.999810,-0.907057,0.01499069,0.31032521,-0.28034384,45,903
50.0,canon,0,27,8100,0.999910,-0.907107,0.14195268,0.50395750,-0.42739586,26,903
50.0,canon,0,28,8400,0.999844,-0.907075,0.34480279,0.66181808,-0.45031921,17,903
50.0,canon,0,29,8700,0.999829,-0.907067,0.02905354,0.43423969,-0.38910655,42,903
50.0,canon,1,0,0,0.144789,0.816148,0.16837812,0.59711057,-0.45558073,28,859
50.0,canon,1,1,300,0.284212,0.600163,0.27552231,0.60558882,-0.31695731,23,859
50.0,canon,1,2,600,0.417617,0.263185,0.31358753,0.69827496,-0.44952659,21,859
50.0,canon,1,3,900,0.582629,-0.243910,0.34566536,0.80190359,-0.66552931,19,859
50.0,canon,1,4,1200,0.672981,-0.485585,0.06389453,0.84014451,-0.73721074,42,859
50.0,canon,1,5,1500,0.856802,-0.797891,0.03779589,0.80364647,-0.73489264,44,859
50.0,canon,1,6,1800,0.900261,-0.840362,0.32829620,0.64259258,-0.46000636,17,859
50.0,canon,1,7,2100,0.954416,-0.881172,0.07446172,0.44114979,-0.32182033,39,859
50.0,canon,1,8,2400,0.975755,-0.894173,0.36074835,0.64403277,-0.30600643,18,859
50.0,canon,1,9,2700,0.987801,-0.900847,0.12993900,0.52269938,-0.42152785,29,859
50.0,canon,1,10,3000,0.997035,-0.905660,0.22924372,0.58944185,-0.36148122,25,859
50.0,canon,1,11,3300,0.998567,-0.906434,0.01572272,0.44900513,-0.41199365,47,859
50.0,canon,1,12,3600,0.999482,-0.906894,0.04994480,0.44050134,-0.36502153,40,859
50.0,canon,1,13,3900,0.999754,-0.907030,0.08422130,0.48147526,-0.36211422,37,859
50.0,canon,1,14,4200,0.999880,-0.907092,0.01040418,0.38749821,-0.35944675,49,859
50.0,canon,1,15,4500,0.999850,-0.907077,0.00759599,0.31097227,-0.29067541,48,859
50.0,canon,1,16,4800,0.999842,-0.907074,0.00690745,0.30836309,-0.30045186,43,859
50.0,canon,1,17,5100,0.999905,-0.907105,0.02055004,0.37391741,-0.36133626,39,859
50.0,canon,1,18,5400,0.999892,-0.907098,0.15273669,0.46634932,-0.28760042,29,859
50.0,canon,1,19,5700,0.999864,-0.907085,0.00396278,0.36837090,-0.35780470,46,859
50.0,canon,1,20,6000,0.999886,-0.907095,0.03028886,0.39203596,-0.36065348,39,859
50.0,canon,1,21,6300,0.999846,-0.907076,0.01681534,0.33414842,-0.30673234,43,859
50.0,canon,1,22,6600,0.999861,-0.907083,0.04625151,0.42193920,-0.40678365,34,859
50.0,canon,1,23,6900,0.999898,-0.907102,0.05793407,0.45060902,-0.34243096,43,859
50.0,canon,1,24,7200,0.999821,-0.907063,0.11392010,0.47749916,-0.37950864,30,859
50.0,canon,1,25,7500,0.999939,-0.907122,0.19041547,0.45015878,-0.29910077,22,859
50.0,canon,1,26,7800,0.999724,-0.907015,0.41410837,0.59247511,-0.18817510,13,859
50.0,canon,1,27,8100,0.999844,-0.907074,0.02767683,0.29470206,-0.28629788,35,859
50.0,canon,1,28,8400,0.999881,-0.907093,0.01835326,0.34166972,-0.32517047,40,859
50.0,canon,1,29,8700,0.999870,-0.907087,0.00107742,0.30971451,-0.30138692,50,859
50.0,canon,2,0,0,0.139112,0.822303,0.08725151,0.59475102,-0.46120635,39,904
50.0,canon,2,1,300,0.280776,0.607155,0.23704926,0.58394801,-0.45110252,21,904
50.0,canon,2,2,600,0.401821,0.309017,0.31446766,0.62447675,-0.37262853,19,904
50.0,canon,2,3,900,0.563695,-0.187476,0.32913702,0.77243259,-0.65337188,19,904
50.0,canon,2,4,1200,0.651137,-0.432079,0.10899202,0.79920682,-0.66650029,37,904
50.0,canon,2,5,1500,0.817471,-0.750485,0.04797179,0.77538800,-0.72490794,40,904
50.0,canon,2,6,1800,0.863431,-0.805003,0.38543015,0.75022043,-0.47316162,18,904
50.0,canon,2,7,2100,0.925775,-0.861098,0.20629547,0.45141143,-0.37062381,18,904
50.0,canon,2,8,2400,0.957939,-0.883427,0.50152275,0.69792913,-0.29513682,11,904
50.0,canon,2,9,2700,0.972087,-0.892048,0.08798263,0.46539513,-0.46128734,28,904
50.0,canon,2,10,3000,0.988046,-0.900978,0.08972950,0.44627930,-0.36480596,32,904
50.0,canon,2,11,3300,0.992778,-0.903473,0.01344861,0.36884451,-0.34890730,43,904
50.0,canon,2,12,3600,0.997289,-0.905789,0.00874949,0.31767940,-0.29424659,49,904
50.0,canon,2,13,3900,0.998663,-0.906483,0.15988637,0.48568642,-0.35252058,26,904
50.0,canon,2,14,4200,0.999464,-0.906884,0.01936242,0.35128537,-0.32318861,42,904
50.0,canon,2,15,4500,0.999759,-0.907032,0.15006375,0.40304862,-0.24782201,26,904
50.0,canon,2,16,4800,0.999837,-0.907071,-0.00058362,0.29179947,-0.28921068,47,904
50.0,canon,2,17,5100,0.999861,-0.907083,0.00111612,0.26381355,-0.25632737,50,904
50.0,canon,2,18,5400,0.999835,-0.907070,0.00542296,0.26849396,-0.26982826,41,904
50.0,canon,2,19,5700,0.999882,-0.907093,-0.00001289,0.32284162,-0.32575003,44,904
50.0,canon,2,20,6000,0.999855,-0.907080,0.03971615,0.29689905,-0.25564234,36,904
50.0,canon,2,21,6300,0.999888,-0.907096,-0.00295084,0.35548459,-0.35535490,48,904
50.0,canon,2,22,6600,0.999875,-0.907090,0.05522150,0.36240226,-0.27675064,39,904
50.0,canon,2,23,6900,0.999860,-0.907083,-0.00306715,0.35669086,-0.35820362,47,904
50.0,canon,2,24,7200,0.999868,-0.907087,-0.00320474,0.38937606,-0.39074236,47,904
50.0,canon,2,25,7500,0.999844,-0.907075,0.02198738,0.32850700,-0.29434691,42,904
50.0,canon,2,26,7800,0.999870,-0.907088,0.02269661,0.34850149,-0.30074737,46,904
50.0,canon,2,27,8100,0.999853,-0.907079,0.02845724,0.42030681,-0.36689099,44,904
50.0,canon,2,28,8400,0.999882,-0.907093,0.08707324,0.43694506,-0.34635007,33,904
50.0,canon,2,29,8700,0.999857,-0.907081,0.01028055,0.41305066,-0.38475328,49,904
50.0,canon,3,0,0,0.133393,0.828327,0.11009653,0.55913953,-0.40560129,36,964
50.0,canon,3,1,300,0.268518,0.631363,0.24055092,0.60395169,-0.44431976,22,964
50.0,canon,3,2,600,0.377454,0.377032,0.35534765,0.63576611,-0.39702508,16,964
50.0,canon,3,3,900,0.535263,-0.100332,0.41746330,0.75589549,-0.63549932,14,964
50.0,canon,3,4,1200,0.634709,-0.389623,0.09948028,0.78544444,-0.62935664,40,964
50.0,canon,3,5,1500,0.814129,-0.746022,0.03867925,0.76935609,-0.69852150,44,964
50.0,canon,3,6,1800,0.869860,-0.811674,0.48434307,0.72236409,-0.39335944,12,964
50.0,canon,3,7,2100,0.930435,-0.864584,0.15789047,0.50316923,-0.23004822,37,964
50.0,canon,3,8,2400,0.956721,-0.882652,0.26031766,0.53277955,-0.28017184,21,964
50.0,canon,3,9,2700,0.970113,-0.890886,0.00570534,0.37426444,-0.37465491,42,964
50.0,canon,3,10,3000,0.981426,-0.897372,0.08107212,0.41468341,-0.27946367,39,964
50.0,canon,3,11,3300,0.988060,-0.900985,-0.00760108,0.37706318,-0.38947793,46,964
50.0,canon,3,12,3600,0.995918,-0.905091,-0.00245077,0.42929746,-0.43107038,46,964
50.0,canon,3,13,3900,0.997798,-0.906046,0.10650894,0.39884504,-0.31894448,28,964
50.0,canon,3,14,4200,0.999556,-0.906930,0.00784778,0.32257435,-0.31695625,42,964
50.0,canon,3,15,4500,0.999848,-0.907077,0.08542617,0.43804060,-0.36409240,32,964
50.0,canon,3,16,4800,0.999847,-0.907076,-0.00393871,0.32845315,-0.32968272,50,964
50.0,canon,3,17,5100,0.999826,-0.907066,0.01942444,0.31720129,-0.29696347,40,964
50.0,canon,3,18,5400,0.999854,-0.907079,-0.00059221,0.32891019,-0.34064517,42,964
50.0,canon,3,19,5700,0.999867,-0.907086,0.15100605,0.43686460,-0.31780197,25,964
50.0,canon,3,20,6000,0.999874,-0.907090,-0.00396055,0.36177464,-0.36704548,46,964
50.0,canon,3,21,6300,0.999872,-0.907088,0.06441478,0.35091736,-0.23999421,40,964
50.0,canon,3,22,6600,0.999864,-0.907085,0.01148725,0.37009946,-0.41017765,35,964
50.0,canon,3,23,6900,0.999842,-0.907073,0.04766387,0.38211670,-0.31378137,39,964
50.0,canon,3,24,7200,0.999833,-0.907069,0.02949706,0.44643934,-0.43895934,37,964
50.0,canon,3,25,7500,0.999907,-0.907106,0.10839603,0.59231462,-0.40576747,40,964
50.0,canon,3,26,7800,0.999829,-0.907067,0.09747061,0.46397346,-0.31431444,37,964
50.0,canon,3,27,8100,0.999874,-0.907089,0.00066288,0.25500516,-0.25183634,46,964
50.0,canon,3,28,8400,0.999815,-0.907060,0.02631589,0.34687431,-0.29424253,45,964
50.0,canon,3,29,8700,0.999859,-0.907082,0.03946324,0.43452154,-0.35273232,46,964
50.0,canon,4,0,0,0.136955,0.824596,0.07453162,0.51988952,-0.41581574,38,924
50.0,canon,4,1,300,0.278095,0.612545,0.19358985,0.55681704,-0.40210274,25,924
50.0,canon,4,2,600,0.399959,0.314333,0.31851938,0.60967707,-0.36676641,18,924
50.0,canon,4,3,900,0.558463,-0.171629,0.39717925,0.73441263,-0.50762996,16,924
50.0,canon,4,4,1200,0.656742,-0.446134,0.08085570,0.74721364,-0.59145186,44,924
50.0,canon,4,5,1500,0.855959,-0.796970,0.04324532,0.76790492,-0.68141427,45,924
50.0,canon,4,6,1800,0.909998,-0.848614,0.43687261,0.73800738,-0.43110407,15,924
50.0,canon,4,7,2100,0.944947,-0.874885,0.01099014,0.40167961,-0.38735052,43,924
50.0,canon,4,8,2400,0.966234,-0.888565,0.06449981,0.36738813,-0.28334851,36,924
50.0,canon,4,9,2700,0.975302,-0.893913,0.00003240,0.26020318,-0.26013838,45,924
50.0,canon,4,10,3000,0.983608,-0.898575,0.01807376,0.30678909,-0.27988614,42,924
50.0,canon,4,11,3300,0.988748,-0.901352,-0.00319487,0.27501344,-0.27672178,48,924
50.0,canon,4,12,3600,0.993097,-0.903638,0.01003819,0.29529884,-0.29305126,40,924
50.0,canon,4,13,3900,0.996615,-0.905447,0.11219618,0.34013112,-0.23230823,27,924
50.0,canon,4,14,4200,0.998335,-0.906318,0.03623352,0.33857503,-0.32835477,34,924
50.0,canon,4,15,4500,0.999083,-0.906694,0.07900536,0.33554451,-0.25812955,31,924
50.0,canon,4,16,4800,0.999309,-0.906807,-0.00805469,0.28426039,-0.29661462,47,924
50.0,canon,4,17,5100,0.999569,-0.906937,0.00258673,0.29403169,-0.29819021,42,924
50.0,canon,4,18,5400,0.999763,-0.907034,0.00382229,0.26641401,-0.26391198,43,924
50.0,canon,4,19,5700,0.999854,-0.907080,-0.00306025,0.29303146,-0.29915195,45,924
50.0,canon,4,20,6000,0.999872,-0.907089,0.06875026,0.43322011,-0.33253786,38,924
50.0,canon,4,21,6300,0.999863,-0.907084,0.00323881,0.27971122,-0.29051313,40,924
50.0,canon,4,22,6600,0.999877,-0.907091,-0.00295731,0.26338972,-0.26737428,46,924
50.0,canon,4,23,6900,0.999838,-0.907072,0.06933663,0.34478085,-0.24699384,36,924
50.0,canon,4,24,7200,0.999827,-0.907066,-0.00300416,0.27623001,-0.29969047,40,924
50.0,canon,4,25,7500,0.999858,-0.907082,0.06602508,0.36510733,-0.31524981,32,924
50.0,canon,4,26,7800,0.999831,-0.907068,-0.00680835,0.31161696,-0.31911744,49,924
50.0,canon,4,27,8100,0.999847,-0.907076,-0.00183180,0.24577517,-0.24527230,48,924
50.0,canon,4,28,8400,0.999851,-0.907078,-0.00107307,0.39155232,-0.38709178,48,924
50.0,canon,4,29,8700,0.999877,-0.907091,0.00511945,0.37191473,-0.35696388,47,924
50.0,canon,5,0,0,0.144746,0.816196,0.04125408,0.52975798,-0.44370994,46,818
50.0,canon,5,1,300,0.304698,0.556627,0.17377216,0.58844501,-0.50629131,25,818
50.0,canon,5,2,600,0.445914,0.178298,0.18537310,0.58175892,-0.43804867,26,818
50.0,canon,5,3,900,0.618946,-0.347205,0.24498396,0.73842042,-0.64074979,23,818
50.0,canon,5,4,1200,0.715456,-0.579484,0.04789774,0.73172548,-0.62442329,48,818
50.0,canon,5,5,1500,0.872854,-0.814706,0.03834683,0.78413374,-0.70744007,45,818
50.0,canon,5,6,1800,0.908024,-0.846976,0.27629068,0.72709075,-0.53290943,23,818
50.0,canon,5,7,2100,0.953955,-0.880873,0.18881831,0.44592231,-0.27269134,23,818
50.0,canon,5,8,2400,0.976730,-0.894730,0.46666530,0.62955875,-0.26635522,10,818
50.0,canon,5,9,2700,0.984205,-0.898902,0.05873564,0.42526987,-0.38326151,34,818
50.0,canon,5,10,3000,0.991758,-0.902940,0.06101353,0.52790565,-0.43505935,40,818
50.0,canon,5,11,3300,0.995386,-0.904819,0.01080590,0.27902809,-0.25290293,48,818
50.0,canon,5,12,3600,0.997050,-0.905668,0.00873035,0.34156780,-0.35772989,38,818
50.0,canon,5,13,3900,0.998512,-0.906407,0.11434071,0.38759485,-0.28334166,28,818
50.0,canon,5,14,4200,0.999455,-0.906880,0.01784172,0.34714672,-0.34472924,38,818
50.0,canon,5,15,4500,0.999824,-0.907064,0.00569718,0.30727449,-0.29080550,48,818
50.0,canon,5,16,4800,0.999797,-0.907051,0.02631143,0.44194024,-0.38232363,48,818
50.0,canon,5,17,5100,0.999865,-0.907085,0.04652683,0.49146594,-0.41265910,42,818
50.0,canon,5,18,5400,0.999860,-0.907083,0.02744261,0.34796618,-0.30334403,42,818
50.0,canon,5,19,5700,0.999863,-0.907084,0.05493069,0.30573097,-0.23309775,36,818
50.0,canon,5,20,6000,0.999843,-0.907074,-0.00269991,0.29050275,-0.29377792,46,818
50.0,canon,5,21,6300,0.999844,-0.907075,0.02652543,0.29660636,-0.26535271,39,818
50.0,canon,5,22,6600,0.999880,-0.907092,0.02868192,0.34621409,-0.36467883,33,818
50.0,canon,5,23,6900,0.999863,-0.907084,0.05274094,0.42419795,-0.34869495,39,818
50.0,canon,5,24,7200,0.999844,-0.907075,0.00755145,0.48818637,-0.46960061,46,818
50.0,canon,5,25,7500,0.999888,-0.907096,0.08490045,0.49736006,-0.33563671,43,818
50.0,canon,5,26,7800,0.999802,-0.907053,0.12410650,0.44493751,-0.31130702,30,818
50.0,canon,5,27,8100,0.999913,-0.907109,0.09348374,0.42067906,-0.35056706,30,818
50.0,canon,5,28,8400,0.999831,-0.907068,0.24032262,0.40783814,-0.28086769,14,818
50.0,canon,5,29,8700,0.999876,-0.907090,0.10872264,0.36175534,-0.32492879,24,818
50.0,canon,6,0,0,0.138370,0.823095,0.12055537,0.54035723,-0.41461485,32,904
50.0,canon,6,1,300,0.275755,0.617207,0.22974540,0.57496022,-0.42085175,22,904
50.0,canon,6,2,600,0.397975,0.319977,0.30924204,0.66050044,-0.38755807,21,904
50.0,canon,6,3,900,0.554235,-0.158754,0.36291405,0.79758752,-0.66015885,18,904
50.0,canon,6,4,1200,0.638091,-0.398512,0.08454477,0.86617696,-0.74593944,40,904
50.0,canon,6,5,1500,0.799940,-0.726272,0.05668014,0.82919448,-0.76411635,40,904
50.0,canon,6,6,1800,0.847204,-0.787160,0.24665946,0.70344423,-0.39470274,29,904
50.0,canon,6,7,2100,0.941804,-0.872723,0.15799357,0.65668640,-0.33708554,46,904
50.0,canon,6,8,2400,0.970275,-0.890982,0.51075341,0.71091260,-0.38996294,10,904
50.0,canon,6,9,2700,0.987134,-0.900489,0.31277485,0.62285776,-0.41705442,18,904
50.0,canon,6,10,3000,0.997503,-0.905897,0.60293747,0.79470755,-0.36434242,9,904
50.0,canon,6,11,3300,0.998860,-0.906582,0.08387940,0.66997201,-0.60526246,35,904
50.0,canon,6,12,3600,0.999681,-0.906993,0.25720117,0.81160395,-0.49520261,30,904
50.0,canon,6,13,3900,0.999758,-0.907031,0.04054525,0.51464928,-0.42558107,48,904
50.0,canon,6,14,4200,0.999905,-0.907105,0.06811206,0.54627459,-0.40086606,49,904
50.0,canon,6,15,4500,0.999810,-0.907057,0.20561189,0.52641118,-0.26126565,28,904
50.0,canon,6,16,4800,0.999867,-0.907086,0.08351860,0.45957029,-0.42683728,30,904
50.0,canon,6,17,5100,0.999877,-0.907091,0.16003020,0.56365600,-0.40669257,29,904
50.0,canon,6,18,5400,0.999832,-0.907069,0.04983656,0.50176957,-0.40209645,45,904
50.0,canon,6,19,5700,0.999864,-0.907085,0.00723176,0.40712516,-0.38498061,49,904
50.0,canon,6,20,6000,0.999830,-0.907067,0.11372667,0.39586376,-0.31269971,27,904
50.0,canon,6,21,6300,0.999814,-0.907059,0.00600666,0.35567680,-0.34678552,44,904
50.0,canon,6,22,6600,0.999882,-0.907093,0.02886339,0.35238335,-0.35153921,35,904
50.0,canon,6,23,6900,0.999852,-0.907078,0.20926342,0.49446170,-0.35649158,21,904
50.0,canon,6,24,7200,0.999836,-0.907070,-0.00679554,0.40153231,-0.40987791,47,904
50.0,canon,6,25,7500,0.999879,-0.907092,0.00376838,0.40649746,-0.39218401,48,904
50.0,canon,6,26,7800,0.999851,-0.907078,0.03049685,0.34853004,-0.30741341,40,904
50.0,canon,6,27,8100,0.999850,-0.907077,0.01155072,0.29069123,-0.26758980,45,904
50.0,canon,6,28,8400,0.999851,-0.907078,-0.00412905,0.26809956,-0.28896188,41,904
50.0,canon,6,29,8700,0.999858,-0.907082,-0.00130081,0.32337294,-0.32051130,48,904
50.0,canon,7,0,0,0.145394,0.815482,0.08236389,0.55390513,-0.41100978,41,821
50.0,canon,7,1,300,0.308994,0.547095,0.21269111,0.56281283,-0.41578823,23,821
50.0,canon,7,2,600,0.445353,0.180012,0.29852675,0.60159607,-0.37318828,19,821
50.0,canon,7,3,900,0.623763,-0.360335,0.31397685,0.77773318,-0.65701298,20,821
50.0,canon,7,4,1200,0.704848,-0.557312,0.15260878,0.72394921,-0.42383291,44,821
50.0,canon,7,5,1500,0.870896,-0.812729,0.05553315,0.77413974,-0.66307344,45,821
50.0,canon,7,6,1800,0.908930,-0.847730,0.38427917,0.76147315,-0.56178001,17,821
50.0,canon,7,7,2100,0.939884,-0.871384,0.10913241,0.39101048,-0.28664684,29,821
50.0,canon,7,8,2400,0.964913,-0.887763,0.36805961,0.55400676,-0.25982031,13,821
50.0,canon,7,9,2700,0.973751,-0.893018,-0.00431107,0.48330175,-0.49192388,45,821
50.0,canon,7,10,3000,0.988216,-0.901069,0.04456061,0.46346393,-0.36729387,48,821
50.0,canon,7,11,3300,0.995316,-0.904783,0.20271110,0.40130410,-0.23744533,19,821
50.0,canon,7,12,3600,0.997467,-0.905879,-0.00353894,0.27263629,-0.29697513,40,821
50.0,canon,7,13,3900,0.999044,-0.906674,0.03624547,0.35097686,-0.27848592,45,821
50.0,canon,7,14,4200,0.999772,-0.907039,0.00465298,0.36188275,-0.34798773,47,821
50.0,canon,7,15,4500,0.999869,-0.907087,0.01875266,0.31614062,-0.27292316,49,821
50.0,canon,7,16,4800,0.999847,-0.907076,0.00202581,0.32851674,-0.32027093,47,821
50.0,canon,7,17,5100,0.999882,-0.907094,0.00252444,0.34060429,-0.32986657,48,821
50.0,canon,7,18,5400,0.999832,-0.907069,0.04415916,0.38909007,-0.29827226,46,821
50.0,canon,7,19,5700,0.999886,-0.907095,0.01381782,0.33202210,-0.31911935,41,821
50.0,canon,7,20,6000,0.999863,-0.907084,0.06768069,0.36592101,-0.27482968,36,821
50.0,canon,7,21,6300,0.999854,-0.907079,-0.00652373,0.25503071,-0.26471817,47,821
50.0,canon,7,22,6600,0.999866,-0.907086,-0.00166753,0.25008320,-0.24858272,49,821
50.0,canon,7,23,6900,0.999834,-0.907069,0.07975671,0.35580845,-0.20907626,41,821
50.0,canon,7,24,7200,0.999865,-0.907085,0.01543602,0.35014752,-0.32999284,42,821
50.0,canon,7,25,7500,0.999843,-0.907074,0.20015804,0.40186052,-0.30574207,17,821
50.0,canon,7,26,7800,0.999868,-0.907086,0.02598217,0.30531949,-0.25335516,45,821
50.0,canon,7,27,8100,0.999829,-0.907067,0.02605539,0.30708718,-0.27765740,39,821
50.0,canon,7,28,8400,0.999845,-0.907075,-0.00205416,0.28524216,-0.28565980,47,821
50.0,canon,7,29,8700,0.999887,-0.907096,0.00558778,0.37372586,-0.35988263,46,821
50.0,canon,8,0,0,0.134119,0.827571,0.07819745,0.58619093,-0.48111287,38,881
50.0,canon,8,1,300,0.279960,0.608802,0.22449993,0.59771841,-0.44543882,23,881
50.0,canon,8,2,600,0.412259,0.278870,0.30915406,0.64166260,-0.31749665,22,881
50.0,canon,8,3,900,0.569874,-0.206056,0.27403003,0.80575386,-0.59799704,25,881
50.0,canon,8,4,1200,0.650096,-0.429442,0.09563435,0.83912490,-0.69432436,40,881
50.0,canon,8,5,1500,0.816836,-0.749643,0.06709965,0.80202050,-0.71375375,40,881
50.0,canon,8,6,1800,0.860225,-0.801594,0.32164987,0.74450962,-0.51718765,21,881
50.0,canon,8,7,2100,0.937904,-0.869988,0.18479467,0.52178141,-0.30564140,28,881
50.0,canon,8,8,2400,0.966176,-0.888530,0.54683297,0.71795822,-0.22323067,10,881
50.0,canon,8,9,2700,0.978201,-0.895565,0.05449855,0.35734173,-0.31069469,34,881
50.0,canon,8,10,3000,0.986018,-0.899888,0.07589980,0.30984351,-0.23154095,31,881
50.0,canon,8,11,3300,0.990816,-0.902447,-0.00543848,0.32617805,-0.34001587,44,881
50.0,canon,8,12,3600,0.994560,-0.904395,0.02390410,0.30750900,-0.28835020,38,881
