tau_u,group,seed,bloc,step,u,u_filter,synchrony,r_intra,r_inter,n_min,t_cross_u05
2.0,canon,0,0,0,0.843096,-0.782407,0.39931987,0.49791196,-0.36739098,6,35
2.0,canon,0,1,300,0.987187,-0.900517,0.57154179,0.76459366,-0.40220335,9,35
2.0,canon,0,2,600,0.997318,-0.905804,0.16628413,0.62327844,-0.47537229,29,35
2.0,canon,0,3,900,0.996253,-0.905262,0.28104809,0.69931145,-0.40490384,25,35
2.0,canon,0,4,1200,0.995508,-0.904882,0.03074968,0.52771240,-0.46261186,46,35
2.0,canon,0,5,1500,0.997691,-0.905992,0.07508882,0.51929407,-0.41398945,38,35
2.0,canon,0,6,1800,0.994183,-0.904201,0.17551882,0.57350945,-0.40369967,28,35
2.0,canon,0,7,2100,0.997678,-0.905986,0.05846018,0.42369156,-0.30677120,45,35
2.0,canon,0,8,2400,0.995930,-0.905098,0.25329181,0.47589754,-0.21278895,20,35
2.0,canon,0,9,2700,0.997629,-0.905961,0.16464851,0.48915661,-0.47908636,21,35
2.0,canon,0,10,3000,0.997002,-0.905643,0.27988744,0.64289940,-0.44022851,21,35
2.0,canon,0,11,3300,0.996119,-0.905194,-0.00033841,0.46287463,-0.45465421,49,35
2.0,canon,0,12,3600,0.997836,-0.906066,0.06935409,0.51581544,-0.37710726,45,35
2.0,canon,0,13,3900,0.994676,-0.904455,0.14628141,0.54978546,-0.38398970,31,35
2.0,canon,0,14,4200,0.997522,-0.905907,0.04613116,0.45230714,-0.41022874,37,35
2.0,canon,0,15,4500,0.996146,-0.905208,0.26862299,0.47633534,-0.25235080,17,35
2.0,canon,0,16,4800,0.996030,-0.905149,-0.00510348,0.35488807,-0.38176268,41,35
2.0,canon,0,17,5100,0.996145,-0.905207,0.02079855,0.37202732,-0.33730862,43,35
2.0,canon,0,18,5400,0.996699,-0.905489,0.04707482,0.46810854,-0.40027350,40,35
2.0,canon,0,19,5700,0.997278,-0.905783,0.14359250,0.52721606,-0.37703946,30,35
2.0,canon,0,20,6000,0.996364,-0.905319,-0.00609165,0.32871764,-0.33447004,49,35
2.0,canon,0,21,6300,0.997199,-0.905744,0.00572507,0.38730257,-0.37095060,47,35
2.0,canon,0,22,6600,0.995982,-0.905124,0.09976115,0.42484515,-0.32745302,31,35
2.0,canon,0,23,6900,0.996242,-0.905257,-0.00778104,0.30172419,-0.31134140,49,35
2.0,canon,0,24,7200,0.996290,-0.905281,0.06546152,0.35967480,-0.29901165,33,35
2.0,canon,0,25,7500,0.997074,-0.905680,0.00118933,0.36357831,-0.35654431,47,35
2.0,canon,0,26,7800,0.996519,-0.905398,0.04687486,0.32877785,-0.28459349,35,35
2.0,canon,0,27,8100,0.996441,-0.905358,-0.00162981,0.34353554,-0.39803064,36,35
2.0,canon,0,28,8400,0.997787,-0.906041,0.02845499,0.43857909,-0.37379157,49,35
2.0,canon,0,29,8700,0.995281,-0.904765,0.11691852,0.40206642,-0.28345185,29,35
2.0,canon,1,0,0,0.854773,-0.795666,0.39943475,0.45318460,-0.10694542,5,31
2.0,canon,1,1,300,0.988552,-0.901248,0.52800925,0.75277037,-0.38366228,11,31
2.0,canon,1,2,600,0.997216,-0.905752,0.16038512,0.57745167,-0.49556260,26,31
2.0,canon,1,3,900,0.996775,-0.905528,0.20221092,0.69270591,-0.44238067,31,31
2.0,canon,1,4,1200,0.994984,-0.904613,0.04063775,0.49352701,-0.40643357,47,31
2.0,canon,1,5,1500,0.997980,-0.906139,0.05380226,0.42277638,-0.36994145,36,31
2.0,canon,1,6,1800,0.996429,-0.905352,0.21066159,0.49923713,-0.28390372,24,31
2.0,canon,1,7,2100,0.996410,-0.905342,-0.00527248,0.25455162,-0.26741643,44,31
2.0,canon,1,8,2400,0.996551,-0.905414,0.00780239,0.35431680,-0.34980731,42,31
2.0,canon,1,9,2700,0.995718,-0.904989,0.01004860,0.28049269,-0.26039549,45,31
2.0,canon,1,10,3000,0.997519,-0.905906,0.03699837,0.38697910,-0.34122798,39,31
2.0,canon,1,11,3300,0.996788,-0.905535,0.21032289,0.45947446,-0.31133820,20,31
2.0,canon,1,12,3600,0.996873,-0.905578,0.00069888,0.30470151,-0.33401369,38,31
2.0,canon,1,13,3900,0.996334,-0.905303,0.01190053,0.29558137,-0.29467509,39,31
2.0,canon,1,14,4200,0.996004,-0.905135,-0.00494631,0.23881428,-0.25088333,44,31
2.0,canon,1,15,4500,0.997066,-0.905676,-0.00010547,0.33538296,-0.32994867,48,31
2.0,canon,1,16,4800,0.995801,-0.905031,0.12209175,0.40948475,-0.24428149,32,31
2.0,canon,1,17,5100,0.997665,-0.905979,0.07326398,0.47115284,-0.41964313,33,31
2.0,canon,1,18,5400,0.996099,-0.905184,0.29206717,0.53160173,-0.30872149,17,31
2.0,canon,1,19,5700,0.996476,-0.905376,0.01683960,0.36386349,-0.34625154,41,31
2.0,canon,1,20,6000,0.996748,-0.905514,0.03212653,0.32094796,-0.25927366,44,31
2.0,canon,1,21,6300,0.996366,-0.905320,-0.00239023,0.25529872,-0.25512958,49,31
2.0,canon,1,22,6600,0.996811,-0.905546,-0.00426048,0.29578003,-0.29925223,48,31
2.0,canon,1,23,6900,0.997060,-0.905673,0.00105401,0.36581919,-0.36371117,45,31
2.0,canon,1,24,7200,0.995800,-0.905031,0.02261477,0.29989355,-0.26750205,41,31
2.0,canon,1,25,7500,0.996123,-0.905196,0.00077491,0.33540560,-0.32822498,48,31
2.0,canon,1,26,7800,0.996797,-0.905539,0.03865253,0.32323529,-0.30452080,34,31
2.0,canon,1,27,8100,0.996532,-0.905405,0.02529833,0.33060912,-0.29909438,40,31
2.0,canon,1,28,8400,0.996780,-0.905531,-0.00601506,0.31321993,-0.32293674,46,31
2.0,canon,1,29,8700,0.996001,-0.905134,0.07850960,0.35310349,-0.27154715,32,31
2.0,canon,2,0,0,0.857642,-0.798805,0.44636700,0.51579774,-0.37920798,4,35
2.0,canon,2,1,300,0.987768,-0.900829,0.69329770,0.82388017,-0.32218933,6,35
2.0,canon,2,2,600,0.996643,-0.905461,0.10264429,0.44524707,-0.39596510,28,35
2.0,canon,2,3,900,0.996629,-0.905454,0.09000843,0.50012155,-0.36153377,38,35
2.0,canon,2,4,1200,0.996154,-0.905212,0.01890909,0.36209268,-0.34016394,41,35
2.0,canon,2,5,1500,0.997203,-0.905745,0.07194911,0.41143293,-0.31792685,36,35
2.0,canon,2,6,1800,0.996212,-0.905241,0.00097930,0.26912219,-0.26371896,47,35
2.0,canon,2,7,2100,0.996679,-0.905479,0.00355501,0.35430334,-0.35842418,42,35
2.0,canon,2,8,2400,0.996266,-0.905269,0.05655372,0.28595441,-0.22762923,33,35
2.0,canon,2,9,2700,0.995770,-0.905016,-0.00305300,0.26618328,-0.27033829,46,35
2.0,canon,2,10,3000,0.996679,-0.905479,0.01869272,0.29583529,-0.28644643,38,35
2.0,canon,2,11,3300,0.996004,-0.905135,0.00261646,0.29376987,-0.28271389,50,35
2.0,canon,2,12,3600,0.996751,-0.905516,0.00064423,0.30219460,-0.30090613,45,35
2.0,canon,2,13,3900,0.995558,-0.904907,0.05260844,0.37949058,-0.28067531,43,35
2.0,canon,2,14,4200,0.997776,-0.906036,0.06911809,0.36218337,-0.29393292,33,35
2.0,canon,2,15,4500,0.996073,-0.905170,0.16233028,0.43831307,-0.27172581,26,35
2.0,canon,2,16,4800,0.996644,-0.905461,0.00213187,0.29944170,-0.29302355,46,35
2.0,canon,2,17,5100,0.996847,-0.905565,0.03903695,0.36061313,-0.32227065,37,35
2.0,canon,2,18,5400,0.995805,-0.905034,0.02801692,0.25108243,-0.22815987,36,35
2.0,canon,2,19,5700,0.996208,-0.905240,0.01517197,0.34262103,-0.30676713,48,35
2.0,canon,2,20,6000,0.996055,-0.905162,-0.00441694,0.32772972,-0.33018384,49,35
2.0,canon,2,21,6300,0.996094,-0.905181,-0.00277128,0.27962946,-0.27974775,49,35
2.0,canon,2,22,6600,0.996855,-0.905569,-0.00327140,0.26942029,-0.27137452,48,35
2.0,canon,2,23,6900,0.996945,-0.905615,-0.00003483,0.30117629,-0.29737651,47,35
2.0,canon,2,24,7200,0.996609,-0.905444,0.04113207,0.25916549,-0.20926569,36,35
2.0,canon,2,25,7500,0.996908,-0.905596,0.00037911,0.31531962,-0.31227921,46,35
2.0,canon,2,26,7800,0.996114,-0.905191,0.12127431,0.39338462,-0.26079023,29,35
2.0,canon,2,27,8100,0.996949,-0.905616,0.00306927,0.29798030,-0.29447490,44,35
2.0,canon,2,28,8400,0.996243,-0.905257,0.02361859,0.31155061,-0.28755132,39,35
2.0,canon,2,29,8700,0.996746,-0.905513,-0.00387496,0.26583474,-0.27163023,46,35
2.0,canon,3,0,0,0.836016,-0.773984,0.42017021,0.44384764,-0.15412834,2,38
2.0,canon,3,1,300,0.987193,-0.900521,0.61494109,0.82712864,-0.33990290,10,38
2.0,canon,3,2,600,0.997194,-0.905741,0.15707749,0.62100496,-0.51810266,28,38
2.0,canon,3,3,900,0.997537,-0.905914,0.16638184,0.63547170,-0.41472949,33,38
2.0,canon,3,4,1200,0.995044,-0.904644,0.05631327,0.38559268,-0.31364930,37,38
2.0,canon,3,5,1500,0.996802,-0.905542,0.02439881,0.32166203,-0.30959191,37,38
2.0,canon,3,6,1800,0.996801,-0.905541,0.14325927,0.37898466,-0.30099242,22,38
2.0,canon,3,7,2100,0.995668,-0.904964,-0.00591009,0.29502529,-0.30178165,48,38
2.0,canon,3,8,2400,0.996645,-0.905462,0.01217856,0.29597906,-0.26684646,48,38
2.0,canon,3,9,2700,0.995942,-0.905104,-0.00472936,0.34953998,-0.35191330,50,38
2.0,canon,3,10,3000,0.996739,-0.905510,0.01799404,0.36192821,-0.34743602,40,38
2.0,canon,3,11,3300,0.995910,-0.905087,-0.00023374,0.28471589,-0.27948439,50,38
2.0,canon,3,12,3600,0.996922,-0.905603,0.00171261,0.36260573,-0.39563747,38,38
2.0,canon,3,13,3900,0.996439,-0.905357,0.07279447,0.37181566,-0.27880187,35,38
2.0,canon,3,14,4200,0.995810,-0.905036,-0.00329338,0.39270901,-0.39263227,48,38
2.0,canon,3,15,4500,0.996875,-0.905579,0.09250134,0.47273619,-0.31842083,39,38
2.0,canon,3,16,4800,0.996091,-0.905180,-0.00535601,0.45750316,-0.46042668,48,38
2.0,canon,3,17,5100,0.996757,-0.905519,0.04149831,0.42072697,-0.33773036,45,38
2.0,canon,3,18,5400,0.996419,-0.905347,-0.00206201,0.34096447,-0.36097065,41,38
2.0,canon,3,19,5700,0.996976,-0.905630,0.02087301,0.35858258,-0.33247255,41,38
2.0,canon,3,20,6000,0.995273,-0.904761,0.01621557,0.36286503,-0.34153351,42,38
2.0,canon,3,21,6300,0.997470,-0.905880,0.00884269,0.41732645,-0.40328825,44,38
2.0,canon,3,22,6600,0.996966,-0.905625,0.08532933,0.40959932,-0.31637828,33,38
2.0,canon,3,23,6900,0.995965,-0.905115,-0.00216638,0.38980841,-0.38754543,48,38
2.0,canon,3,24,7200,0.997415,-0.905853,0.06705161,0.42869513,-0.32377877,39,38
2.0,canon,3,25,7500,0.995896,-0.905080,0.03547824,0.34076480,-0.26980832,45,38
2.0,canon,3,26,7800,0.996649,-0.905464,0.01064240,0.30068401,-0.30869884,38,38
2.0,canon,3,27,8100,0.996127,-0.905198,0.08504439,0.37822054,-0.32659828,29,38
2.0,canon,3,28,8400,0.996866,-0.905574,0.00039298,0.31223252,-0.31144655,45,38
2.0,canon,3,29,8700,0.995914,-0.905089,0.09534412,0.34701338,-0.28503271,27,38
2.0,canon,4,0,0,0.840424,-0.779263,0.36393046,0.49830697,-0.31385876,9,35
2.0,canon,4,1,300,0.991364,-0.902734,0.53684737,0.82675620,-0.44207557,13,35
2.0,canon,4,2,600,0.996655,-0.905467,0.01913814,0.33061389,-0.32380248,38,35
2.0,canon,4,3,900,0.996455,-0.905365,0.00699335,0.25651254,-0.24475368,44,35
2.0,canon,4,4,1200,0.995662,-0.904961,-0.00767377,0.35702854,-0.36537099,49,35
2.0,canon,4,5,1500,0.997478,-0.905885,0.00129629,0.34930362,-0.34085515,48,35
2.0,canon,4,6,1800,0.997453,-0.905872,0.03153347,0.33857114,-0.30652073,38,35
2.0,canon,4,7,2100,0.996199,-0.905235,0.04459316,0.34127989,-0.26583021,41,35
2.0,canon,4,8,2400,0.996623,-0.905451,-0.00184948,0.31320912,-0.31085652,49,35
2.0,canon,4,9,2700,0.996334,-0.905304,0.12729749,0.39182022,-0.27250627,27,35
2.0,canon,4,10,3000,0.996925,-0.905604,0.00578055,0.25930361,-0.24590539,46,35
2.0,canon,4,11,3300,0.996362,-0.905318,0.02125479,0.26990373,-0.26430298,36,35
2.0,canon,4,12,3600,0.995614,-0.904936,0.01067440,0.27664161,-0.25766752,44,35
2.0,canon,4,13,3900,0.996940,-0.905612,-0.00315494,0.34624953,-0.34807088,47,35
2.0,canon,4,14,4200,0.995859,-0.905061,0.00506841,0.28434214,-0.27218160,46,35
2.0,canon,4,15,4500,0.997365,-0.905827,0.01411936,0.26799040,-0.23649039,47,35
2.0,canon,4,16,4800,0.996877,-0.905580,0.00126110,0.29108388,-0.28299486,49,35
2.0,canon,4,17,5100,0.996445,-0.905360,0.01362556,0.29139956,-0.25881305,49,35
2.0,canon,4,18,5400,0.996366,-0.905320,0.02976606,0.31847930,-0.27699177,40,35
2.0,canon,4,19,5700,0.996224,-0.905247,0.02967014,0.29591062,-0.24178434,43,35
2.0,canon,4,20,6000,0.997239,-0.905764,0.00875487,0.27988462,-0.27105637,42,35
2.0,canon,4,21,6300,0.996346,-0.905310,0.03623545,0.37863718,-0.30176772,47,35
2.0,canon,4,22,6600,0.997279,-0.905784,0.00641472,0.34299654,-0.33016710,45,35
2.0,canon,4,23,6900,0.996204,-0.905237,0.03385628,0.38169787,-0.30951687,47,35
2.0,canon,4,24,7200,0.996041,-0.905154,-0.00050030,0.22378273,-0.22047537,49,35
2.0,canon,4,25,7500,0.996435,-0.905355,-0.00536857,0.30017555,-0.30577133,48,35
2.0,canon,4,26,7800,0.997462,-0.905877,-0.00104883,0.31036720,-0.30648328,49,35
2.0,canon,4,27,8100,0.996523,-0.905400,0.06763794,0.34519780,-0.27620488,33,35
2.0,canon,4,28,8400,0.995897,-0.905080,-0.00123268,0.32787357,-0.32480110,48,35
2.0,canon,4,29,8700,0.996574,-0.905426,-0.00651575,0.24673742,-0.25550746,48,35
2.0,canon,5,0,0,0.844840,-0.784437,0.38354469,0.46675321,-0.26353435,6,38
2.0,canon,5,1,300,0.986936,-0.900383,0.62591718,0.83562598,-0.43184476,9,38
2.0,canon,5,2,600,0.997462,-0.905877,0.11564695,0.50340626,-0.44868132,28,38
2.0,canon,5,3,900,0.996980,-0.905632,0.18113412,0.56468894,-0.35740739,29,38
2.0,canon,5,4,1200,0.996667,-0.905473,-0.00180807,0.35311386,-0.35075775,48,38
2.0,canon,5,5,1500,0.996948,-0.905616,0.02618259,0.35966459,-0.36593361,35,38
2.0,canon,5,6,1800,0.997243,-0.905766,0.11219188,0.45462267,-0.32434444,32,38
2.0,canon,5,7,2100,0.995306,-0.904778,0.02622993,0.44733508,-0.39863508,44,38
2.0,canon,5,8,2400,0.998447,-0.906374,0.06183244,0.44980894,-0.32116002,47,38
2.0,canon,5,9,2700,0.995258,-0.904753,0.38510294,0.62735362,-0.31314902,15,38
2.0,canon,5,10,3000,0.997637,-0.905965,0.13266045,0.43269345,-0.35939368,25,38
2.0,canon,5,11,3300,0.996485,-0.905381,0.15402967,0.51684274,-0.33835949,30,38
2.0,canon,5,12,3600,0.996030,-0.905148,0.01826543,0.35412036,-0.36744296,36,38
2.0,canon,5,13,3900,0.996957,-0.905620,0.02245748,0.34792011,-0.30591106,44,38
2.0,canon,5,14,4200,0.995901,-0.905083,0.00255204,0.36574555,-0.36064147,45,38
2.0,canon,5,15,4500,0.997273,-0.905781,-0.00356834,0.34814808,-0.34852911,49,38
2.0,canon,5,16,4800,0.996092,-0.905180,0.03872326,0.36546726,-0.30844225,40,38
2.0,canon,5,17,5100,0.996482,-0.905379,0.02644713,0.39692348,-0.33779525,48,38
2.0,canon,5,18,5400,0.997233,-0.905761,-0.00212980,0.32290017,-0.32715977,45,38
2.0,canon,5,19,5700,0.995624,-0.904941,0.09650467,0.37328726,-0.29212014,29,38
2.0,canon,5,20,6000,0.996723,-0.905501,0.02031899,0.31067038,-0.27003241,45,38
2.0,canon,5,21,6300,0.996673,-0.905476,0.02902191,0.36232999,-0.31971838,41,38
2.0,canon,5,22,6600,0.997058,-0.905672,-0.00674958,0.28362854,-0.29132014,50,38
2.0,canon,5,23,6900,0.995882,-0.905073,0.05452202,0.34511658,-0.27197612,37,38
2.0,canon,5,24,7200,0.997434,-0.905862,0.04589138,0.40212093,-0.36321599,36,38
2.0,canon,5,25,7500,0.996547,-0.905412,0.12728003,0.42192775,-0.25993585,31,38
2.0,canon,5,26,7800,0.996275,-0.905273,0.00319539,0.38374810,-0.37459969,46,38
2.0,canon,5,27,8100,0.996160,-0.905215,0.05054625,0.38636467,-0.31919610,38,38
2.0,canon,5,28,8400,0.996151,-0.905210,-0.00309982,0.32915849,-0.33295047,46,38
2.0,canon,5,29,8700,0.995495,-0.904875,0.04404795,0.34764749,-0.27852655,40,38
2.0,canon,6,0,0,0.841403,-0.780419,0.33496906,0.49971820,-0.13989613,15,36
2.0,canon,6,1,300,0.987713,-0.900800,0.50893975,0.82673100,-0.40704679,15,36
2.0,canon,6,2,600,0.996981,-0.905633,0.19491171,0.62965129,-0.55015186,24,36
2.0,canon,6,3,900,0.995727,-0.904994,0.35817493,0.77723085,-0.47311685,21,36
2.0,canon,6,4,1200,0.995774,-0.905018,0.05714867,0.55583203,-0.50314807,37,36
2.0,canon,6,5,1500,0.997470,-0.905881,0.11137464,0.59374530,-0.43059395,37,36
2.0,canon,6,6,1800,0.995659,-0.904959,0.05896872,0.46203349,-0.40392597,36,36
2.0,canon,6,7,2100,0.997873,-0.906085,0.05768626,0.39300114,-0.35770381,33,36
2.0,canon,6,8,2400,0.995165,-0.904706,0.22614385,0.51567210,-0.31950555,22,36
2.0,canon,6,9,2700,0.996138,-0.905204,0.03696160,0.33837313,-0.27410104,42,36
2.0,canon,6,10,3000,0.996149,-0.905209,0.01106245,0.33260171,-0.32536412,41,36
2.0,canon,6,11,3300,0.995594,-0.904925,0.04917015,0.29888766,-0.25195979,34,36
2.0,canon,6,12,3600,0.996606,-0.905442,-0.00533410,0.33160085,-0.33659948,48,36
2.0,canon,6,13,3900,0.996123,-0.905196,0.09696942,0.39336049,-0.28087470,32,36
2.0,canon,6,14,4200,0.996748,-0.905514,0.00726804,0.34273936,-0.36209215,38,36
2.0,canon,6,15,4500,0.996749,-0.905515,0.06941397,0.37459747,-0.30864917,33,36
2.0,canon,6,16,4800,0.995746,-0.905003,0.00210293,0.34430726,-0.33570536,47,36
2.0,canon,6,17,5100,0.997297,-0.905793,0.01021197,0.42775490,-0.40196710,47,36
2.0,canon,6,18,5400,0.995750,-0.905006,0.03306930,0.33760586,-0.29604525,39,36
2.0,canon,6,19,5700,0.996998,-0.905642,-0.00689141,0.27685208,-0.28586037,48,36
2.0,canon,6,20,6000,0.995877,-0.905070,0.02077077,0.45076501,-0.41764442,43,36
2.0,canon,6,21,6300,0.997061,-0.905673,0.02356177,0.42768988,-0.39927753,41,36
2.0,canon,6,22,6600,0.995954,-0.905110,0.03684493,0.35974586,-0.30623732,40,36
2.0,canon,6,23,6900,0.996233,-0.905252,-0.00241530,0.29464376,-0.29353317,50,36
2.0,canon,6,24,7200,0.996648,-0.905463,0.00930410,0.35364461,-0.33811087,44,36
2.0,canon,6,25,7500,0.996457,-0.905366,0.00620058,0.33860730,-0.32620614,45,36
2.0,canon,6,26,7800,0.996398,-0.905336,0.00305822,0.36534636,-0.36246464,44,36
2.0,canon,6,27,8100,0.997035,-0.905660,0.06791162,0.45209708,-0.31348988,46,36
2.0,canon,6,28,8400,0.996499,-0.905388,-0.00364762,0.32661825,-0.32756984,49,36
2.0,canon,6,29,8700,0.996860,-0.905571,0.00028959,0.32281011,-0.32223093,45,36
2.0,canon,7,0,0,0.848064,-0.788143,0.38202787,0.46839906,-0.18834036,7,36
2.0,canon,7,1,300,0.989920,-0.901974,0.67691687,0.79383490,-0.42457405,5,36
2.0,canon,7,2,600,0.996189,-0.905230,0.05500298,0.40708101,-0.36956170,34,36
2.0,canon,7,3,900,0.997053,-0.905669,0.09167869,0.47111211,-0.35446830,35,36
2.0,canon,7,4,1200,0.995647,-0.904953,0.01189633,0.38425493,-0.35419661,48,36
2.0,canon,7,5,1500,0.997450,-0.905870,0.00196393,0.35284915,-0.34218160,49,36
2.0,canon,7,6,1800,0.997270,-0.905779,0.07049486,0.38860397,-0.32358061,33,36
2.0,canon,7,7,2100,0.996206,-0.905238,-0.00652104,0.30303723,-0.31013342,49,36
2.0,canon,7,8,2400,0.996286,-0.905279,0.02250435,0.35416093,-0.31564734,43,36
2.0,canon,7,9,2700,0.995915,-0.905090,-0.00426138,0.22282274,-0.23134550,45,36
2.0,canon,7,10,3000,0.996565,-0.905421,0.00023199,0.30945811,-0.30675336,46,36
2.0,canon,7,11,3300,0.996785,-0.905533,0.01349434,0.31087346,-0.28172985,46,36
2.0,canon,7,12,3600,0.996637,-0.905458,0.00661509,0.27765576,-0.25986479,48,36
2.0,canon,7,13,3900,0.995448,-0.904851,-0.00227177,0.32529123,-0.34032325,42,36
2.0,canon,7,14,4200,0.997189,-0.905738,-0.00202429,0.33981006,-0.34385863,45,36
2.0,canon,7,15,4500,0.996410,-0.905342,0.05009570,0.39205405,-0.32640683,38,36
2.0,canon,7,16,4800,0.996359,-0.905316,0.00363287,0.28459154,-0.27192924,49,36
2.0,canon,7,17,5100,0.996396,-0.905335,0.01515506,0.30679918,-0.27437569,46,36
2.0,canon,7,18,5400,0.995315,-0.904783,0.00368635,0.33292768,-0.32555498,45,36
2.0,canon,7,19,5700,0.997843,-0.906069,0.01025233,0.31604809,-0.32022305,39,36
2.0,canon,7,20,6000,0.996609,-0.905444,0.15360464,0.36732289,-0.27035364,21,36
2.0,canon,7,21,6300,0.996768,-0.905525,0.02502613,0.33859821,-0.30306437,41,36
2.0,canon,7,22,6600,0.997149,-0.905718,0.04118604,0.35094954,-0.34255084,33,36
2.0,canon,7,23,6900,0.996034,-0.905151,0.01144808,0.26385688,-0.23771821,47,36
2.0,canon,7,24,7200,0.996520,-0.905398,0.01186501,0.32880983,-0.30278311,46,36
2.0,canon,7,25,7500,0.996379,-0.905326,0.03792739,0.29697087,-0.26666218,35,36
2.0,canon,7,26,7800,0.996959,-0.905621,-0.00119421,0.27120533,-0.27161984,46,36
2.0,canon,7,27,8100,0.996421,-0.905348,0.01491048,0.27788273,-0.24301069,49,36
2.0,canon,7,28,8400,0.996121,-0.905195,-0.00324008,0.26246238,-0.26383900,49,36
2.0,canon,7,29,8700,0.996785,-0.905533,-0.00073697,0.28710440,-0.28649253,46,36
2.0,canon,8,0,0,0.857110,-0.798227,0.41691108,0.44574796,-0.28253035,2,34
2.0,canon,8,1,300,0.988555,-0.901249,0.66566583,0.83528646,-0.45445562,7,34
2.0,canon,8,2,600,0.997077,-0.905682,0.15439239,0.50391587,-0.44462646,24,34
2.0,canon,8,3,900,0.997662,-0.905978,0.17614626,0.57069580,-0.39806425,28,34
2.0,canon,8,4,1200,0.995323,-0.904787,0.08991560,0.47034114,-0.32894003,38,34
2.0,canon,8,5,1500,0.996997,-0.905641,0.01850563,0.35451684,-0.35144898,38,34
2.0,canon,8,6,1800,0.996821,-0.905551,0.12441962,0.43590470,-0.36547323,26,34
2.0,canon,8,7,2100,0.995643,-0.904951,0.02086424,0.33173555,-0.28775437,46,34
2.0,canon,8,8,2400,0.997629,-0.905961,0.01171199,0.38421526,-0.35334121,50,34
2.0,canon,8,9,2700,0.996251,-0.905261,0.04047493,0.32439985,-0.27852953,37,34
2.0,canon,8,10,3000,0.996338,-0.905306,0.00347205,0.25594585,-0.26069132,41,34
2.0,canon,8,11,3300,0.996994,-0.905639,-0.00570749,0.32159940,-0.32750681,48,34
2.0,canon,8,12,3600,0.995868,-0.905066,0.02443638,0.29987971,-0.25346627,44,34
2.0,canon,8,13,3900,0.997563,-0.905928,0.05557458,0.40732692,-0.33963751,37,34
2.0,canon,8,14,4200,0.996856,-0.905569,0.19206832,0.47386691,-0.31376891,23,34
2.0,canon,8,15,4500,0.996618,-0.905448,0.00148105,0.34224519,-0.34232563,44,34
2.0,canon,8,16,4800,0.996581,-0.905429,0.01012418,0.29522072,-0.27290644,46,34
2.0,canon,8,17,5100,0.996624,-0.905451,-0.00157365,0.33107221,-0.32756659,50,34
2.0,canon,8,18,5400,0.996640,-0.905459,0.02035442,0.31253942,-0.29541172,39,34
2.0,canon,8,19,5700,0.996095,-0.905181,-0.00058538,0.31645428,-0.33230402,41,34
2.0,canon,8,20,6000,0.996668,-0.905474,0.03036436,0.28164660,-0.28092558,33,34
2.0,canon,8,21,6300,0.995748,-0.905005,0.02032148,0.30033705,-0.26517787,43,34
2.0,canon,8,22,6600,0.996461,-0.905368,-0.00725328,0.26434788,-0.27536538,47,34
2.0,canon,8,23,6900,0.996618,-0.905448,0.01305560,0.29524136,-0.26550513,47,34
2.0,canon,8,24,7200,0.996657,-0.905468,-0.00319546,0.35659634,-0.35607649,49,34
2.0,canon,8,25,7500,0.996691,-0.905485,0.00525156,0.30668616,-0.29039318,49,34
2.0,canon,8,26,7800,0.996257,-0.905264,-0.00426292,0.27588247,-0.27880540,50,34
2.0,canon,8,27,8100,0.996435,-0.905355,-0.00590097,0.29244345,-0.30208348,46,34
2.0,canon,8,28,8400,0.996578,-0.905428,0.00672414,0.29062422,-0.27511870,46,34
2.0,canon,8,29,8700,0.996663,-0.905471,0.01082721,0.31798263,-0.29238242,47,34
2.0,canon,9,0,0,0.854615,-0.795491,0.38685105,0.51369966,-0.33942616,8,33
2.0,canon,9,1,300,0.991701,-0.902911,0.60264250,0.79975752,-0.39159701,9,33
2.0,canon,9,2,600,0.997076,-0.905681,0.10958699,0.49197567,-0.49182058,26,33
2.0,canon,9,3,900,0.997767,-0.906031,0.11495972,0.56243825,-0.45549315,32,33
2.0,canon,9,4,1200,0.995437,-0.904845,0.01458604,0.49395112,-0.46905908,44,33
2.0,canon,9,5,1500,0.997992,-0.906145,0.06451209,0.48217169,-0.35687661,44,33
2.0,canon,9,6,1800,0.995571,-0.904914,0.27988668,0.53760093,-0.29130455,19,33
2.0,canon,9,7,2100,0.996981,-0.905633,0.03376894,0.37422847,-0.32245391,41,33
2.0,canon,9,8,2400,0.996788,-0.905535,0.06501843,0.40107166,-0.30498245,38,33
2.0,canon,9,9,2700,0.996399,-0.905337,0.03819975,0.34818142,-0.28613411,41,33
2.0,canon,9,10,3000,0.997791,-0.906043,0.04062804,0.39772652,-0.36947724,36,33
2.0,canon,9,11,3300,0.995468,-0.904861,0.22304045,0.49756695,-0.29433643,22,33
2.0,canon,9,12,3600,0.997155,-0.905721,0.05273751,0.36446341,-0.30526022,36,33
2.0,canon,9,13,3900,0.995413,-0.904833,0.11230041,0.41778772,-0.28916048,31,33
2.0,canon,9,14,4200,0.997061,-0.905673,0.00629754,0.34173674,-0.33571085,43,33
2.0,canon,9,15,4500,0.996517,-0.905397,0.12959699,0.36883953,-0.26276078,25,33
2.0,canon,9,16,4800,0.996767,-0.905524,0.01332160,0.36288088,-0.35808514,40,33
2.0,canon,9,17,5100,0.996137,-0.905203,0.13787859,0.38855814,-0.31209898,23,33
2.0,canon,9,18,5400,0.995681,-0.904970,0.00106830,0.30409191,-0.30195532,45,33
2.0,canon,9,19,5700,0.996845,-0.905563,-0.00622754,0.35163840,-0.35807170,48,33
